"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles"
"247","Menace II Society","Menace II Society","New Line Cinema","R","1993","8.2","Menace II Society is a coming of age
tale detailing the summer after its
protagonist Caine (Tyrin Turner)
graduates from high school. This is
Caine's story, which details real life
in today's tough inner city.","Crime - Drama","N/A","N/A","This is the truth. This is what's real.","1993-05-26","Tyger Williams","USA","1:37:33","Albert Hughes - Allen Hughes","Tyrin Turner - Larenz Tate - Glenn
Plummer"
"248","Minority Report","Minority Report","DreamWorks SKG","PG-13","2002","9.1","John Anderton is a top 'Precrime' cop in
the late-21st century, when technology
can predict crimes before they're
committed. But Anderton becomes the
quarry when another investigator targets
him for a murder charge.","Crime - Drama","N/A","N/A","The system is perfect until it comes
after you.","2002-06-20","Scott Frank - Jon Cohen","US","2:25:15","Steven Spielberg","Tom Cruise - Colin Farrell - Samantha
Morton"
"249","Mission: Impossible","Mission: Impossible","Paramount Pictures","PG-13","1996","6.3","When Ethan Hunt, the leader of a crack
espionage team whose perilous operation
has gone awry with no explanation,
discovers that a mole has penetrated the
CIA, he's surprised to learn that he's
the No. 1 suspect. To clear his name,
Hunt now must ferret out the real double
agent and, in the process, even the
score.","Action - Thriller","N/A","N/A","Expect the Impossible.","1996-05-22","David Koepp - Steven Zaillian","US","1:50:12","Brian De Palma","Tom Cruise - Jon Voight - Emmanuelle
Béart"
"250","Mission: Impossible - Ghost Protocol","Mission: Impossible - Ghost Protocol","Paramount Pictures","PG-13","2011","9.3","In the 4th installment of the Mission
Impossible series, Ethan Hunt (Cruise)
and his team are racing against time to
track down a dangerous terrorist named
Hendricks (Nyqvist), who has gained
access to Russian nuclear launch codes
and is planning a strike on the United
States. An attempt to stop him ends in
an explosion causing severe destruction
to the Kremlin and the IMF to be
implicated in the bombing, forcing the
President to disavow them. No longer
being aided by the government, Ethan and
his team chase Hendricks around the
globe, although they might still be too
late to stop a disaster.","Action - Thriller","N/A","N/A","No Plan. No Backup. No Choice.","2011-12-07","Josh Appelbaum - André Nemec","USA","2:12:56","Brad Bird","Tom Cruise - Jeremy Renner - Simon Pegg"
"252","Mission: Impossible II","Mission: Impossible II","Paramount Pictures","PG-13","2000","6.1","With computer genius Luther Stickell at
his side and a beautiful thief on his
mind, agent Ethan Hunt races across
Australia and Spain to stop a former IMF
agent from unleashing a genetically
engineered biological weapon called
Chimera. This mission, should Hunt
choose to accept it, plunges him into
the center of an international crisis of
terrifying magnitude.","Action - Thriller","N/A","N/A","Expect the impossible again.","2000-05-24","Robert Towne","USA","2:03:35","John Woo","Tom Cruise - Dougray Scott - Thandie
Newton"
"253","Mission: Impossible III","Mission: Impossible III","Paramount Pictures","PG-13","2006","7.0","Retired from active duty to train new
IMF agents, Ethan Hunt is called back
into action to confront sadistic arms
dealer, Owen Davian. Hunt must try to
protect his girlfriend while working
with his new team to complete the
mission.","Action - Thriller","N/A","N/A","The Mission Begins 05:05:06.","2006-05-03","Alex Kurtzman - Roberto Orci","US","2:05:24","J.J. Abrams","Tom Cruise - Philip Seymour Hoffman -
Ving Rhames"
"254","Monty Python and the Holy Grail","Monty Python and the Holy Grail","Python (Monty) Pictures Limited","PG","1975","9.7","King Arthur, accompanied by his squire,
recruits his Knights of the Round Table,
including Sir Bedevere the Wise, Sir
Lancelot the Brave, Sir Robin the Not-
Quite-So-Brave-As-Sir-Lancelot and Sir
Galahad the Pure. On the way, Arthur
battles the Black Knight who, despite
having had all his limbs chopped off,
insists he can still fight. They reach
Camelot, but Arthur decides not  to
enter, as ""it is a silly place"".","Comedy - Adventure","N/A","N/A","And now! At Last! Another film
completely different from some of the
other films which aren't quite the same
as this one is.","1975-03-13","Graham Chapman - John Cleese","GB","1:32:07","Terry Gilliam - Terry Jones","Graham Chapman - John Cleese - Terry
Gilliam"
"255","Morgan","Morgan","Twentieth Century-Fox","R","2016","3.9","A corporate risk-management consultant
must determine whether or not to
terminate an artificial being's life
that was made in a laboratory
environment.","Sci-Fi - Action","N/A","N/A","Don't let it out","2016-09-01","Seth W. Owen","US","1:31:52","Luke Scott","Kate Mara - Anya Taylor-Joy - Rose
Leslie"
"3931","The Mountain Between Us","Mountain Between Us","Twentieth Century Fox Film Corporation","PG-13","2017","6.4","Stranded after a tragic plane crash, two
strangers must forge a connection to
survive the extreme elements of a remote
snow covered mountain. When they realize
help is not coming, they embark on a
perilous journey across the wilderness.","Romance - Action","N/A","N/A","What if your life depended on a
stranger?","2017-10-05","Chris Weitz - J. Mills Goodloe","US","1:51:49","Hany Abu-Assad","Idris Elba - Kate Winslet - Dermot
Mulroney"
"256","The Mummy","Mummy","Universal Pictures","PG-13","2017","1.6","Though safely entombed in a crypt deep
beneath the unforgiving desert, an
ancient queen whose destiny was unjustly
taken from her is awakened in our
current day, bringing with her
malevolence grown over millennia, and
terrors that defy human comprehension.","Adventure - Action","N/A","N/A","Welcome To A New World of Gods And
Monsters","2017-06-06","Christopher McQuarrie - David Koepp","JP","1:50:05","Alex Kurtzman","Tom Cruise - Russell Crowe - Annabelle
Wallis"
"258","The Muppet Christmas Carol","Muppet Christmas Carol","Walt Disney Pictures","G","1992","7.3","A retelling of the classic Dickens tale
of Ebenezer Scrooge, miser
extraordinaire. He is held accountable
for his dastardly ways during night-time
visitations by the Ghosts of Christmas
Past, Present, and future.","Family - Comedy","N/A","N/A","N/A","1992-12-10","Jerry Juhl","US","1:25:57","Brian Henson","Michael Caine - Don Austen - Meredith
Braun"
"4101","Murder on the Orient Express","Murder on the Orient Express","Twentieth Century Fox Film Corporation","PG-13","2017","N/A","Genius Belgian detective Hercule Poirot
investigates the murder of an American
tycoon aboard the Orient Express train.","Crime - Drama","N/A","N/A","Everyone is a suspect","2017-11-03","Michael Green","MT","1:53:55","Kenneth Branagh","Kenneth Branagh - Penélope Cruz - Willem
Dafoe"
"259","New Jack City","New Jack City","Warner Bros.","R","1991","7.7","A gangster, Nino, is in the Cash Money
Brothers, making a million dollars every
week selling crack. A cop, Scotty,
discovers that the only way to
infiltrate the gang is to become a
dealer himself.","Crime - Drama","N/A","N/A","They're a new breed of gangster. The new
public enemy. The new family of crime.","1991-03-08","Thomas Lee Wright - Barry Michael Cooper","US","1:40:29","Mario Van Peebles","Wesley Snipes - Ice-T - Allen Payne"
"260","Next Friday","Next Friday","New Line Cinema","R","2000","2.0","Ice Cube returns as Craig Jones, a
streetwise man from South Central Los
Angeles who has a knack for getting into
trouble. This time out, Craig is still
trying to outsmart neighborhood bully
Debo (Tommy ""Tiny"" Lister Jr.); after
Craig gets the better of Debo in a fist
fight, Debo is determined to flatten
Craig in a rematch. Looking to stay out
of Debo's way, Craig's dad decides that
it would be a good idea for Craig to
hide out with his Uncle Elroy and cousin
Day-Day in Rancho Cucamonga... but
trouble seems to find him there also.","Comedy","N/A","N/A","The suburbs make the hood look good.","2000-01-12","Ice Cube","US","1:38:06","Steve Carr","Ice Cube - Mike Epps - Justin Pierce"
"261","A Night at the Roxbury","Night at the Roxbury","Paramount Pictures","TV-14","1998","1.1","Despite being well into adulthood,
brothers Doug and Steve Butabi still
live at home and work in the flower shop
owned by their dad. They exist only to
hit on women at discos, though they're
routinely unsuccessful until a chance
run-in with Richard Grieco gets them
inside the swank Roxbury club. Mistaken
for high rollers, they meet their dream
women, Vivica and Cambi, and resolve to
open a club of their own.","Romance - Comedy","N/A","N/A","Score!","1998-10-01","Steve Koren - Chris Kattan","US","1:18:30","John Fortenberry","Will Ferrell - Chris Kattan - Jennifer
Coolidge"
"262","No Country for Old Men","No Country for Old Men","Miramax Films","R","2007","9.3","Llewelyn Moss stumbles upon dead bodies,
$2 million and a hoard of heroin in a
Texas desert, but methodical killer
Anton Chigurh comes looking for it, with
local sheriff Ed Tom Bell hot on his
trail. The roles of prey and predator
blur as the violent pursuit of money and
justice collide.","Crime - Drama","N/A","N/A","There are no clean getaways.","2007-11-08","Joel Coen - Ethan Coen","US","2:02:10","Joel Coen - Ethan Coen","Tommy Lee Jones - Javier Bardem - Josh
Brolin"
"263","Not Another Teen Movie","Not Another Teen Movie","Original Film","R","2001","3.0","On a bet, a gridiron hero at John Hughes
High School sets out to turn a
bespectacled plain Jane into a beautiful
and popular prom queen in this
outrageous send-up of the teen movie
genre.","Comedy","N/A","N/A","They served you Breakfast. They gave you
Pie. Now we’re gonna stuff your face.","2001-12-07","Mike Bender - Adam Jay Epstein","US","1:29:00","Joel Gallen","Chyler Leigh - Chris Evans - Jaime
Pressly"
"264","Office Christmas Party","Office Christmas Party","Paramount Pictures","R","2016","4.1","When his uptight CEO sister threatens to
shut down his branch, the branch manager
throws an epic Christmas party in order
to land a big client and save the day,
but the party gets way out of hand.","Comedy","N/A","N/A","Party like your job depends on it","2016-11-25","Timothy Dowling - Jon Lucas","US","1:45:21","Will Speck - Josh Gordon","Jason Bateman - Olivia Munn - T.J.
Miller"
"266","Pacific Rim","Pacific Rim","Legendary Pictures","PG-13","2013","7.1","When legions of monstrous creatures,
known as Kaiju, started rising from the
sea, a war began that would take
millions of lives and consume humanity's
resources for years on end. To combat
the giant Kaiju, a special type of
weapon was devised: massive robots,
called Jaegers, which are controlled
simultaneously by two pilots whose minds
are locked in a neural bridge. But even
the Jaegers are proving nearly
defenseless in the face of the
relentless Kaiju. On the verge of
defeat, the forces defending mankind
have no choice but to turn to two
unlikely heroes—a washed-up former pilot
(Charlie Hunnam) and an untested trainee
(Rinko Kikuchi)—who are teamed to drive
a legendary but seemingly obsolete
Jaeger from the past. Together, they
stand as mankind's last hope against the
mounting apocalypse.","Sci-Fi - Action","N/A","N/A","To Fight Monsters, We Created Monsters","2013-07-11","Travis Beacham - Guillermo del Toro","US","2:11:17","Guillermo del Toro","Idris Elba - Charlie Hunnam - Charlie
Day"
"267","Passengers","Passengers","Columbia Pictures","PG-13","2016","3.0","A spacecraft traveling to a distant
colony planet and transporting thousands
of people has a malfunction in its sleep
chambers. As a result, two passengers
are awakened 90 years early.","Sci-Fi - Drama","N/A","N/A","There is a reason they woke up.","2016-12-21","Jon Spaihts","US","1:56:10","Morten Tyldum","Jennifer Lawrence - Chris Pratt -
Michael Sheen"
"268","Pink Floyd: The Wall","Pink Floyd: The Wall","Goldcrest Films International","R","1982","7.0","A troubled rock star descends into
madness in the midst of his physical and
social isolation from everyone.","Animation - Music","N/A","N/A","The Memories. The Madness. The Music...
The Movie.","1982-07-14","Roger Waters","GB","1:35:06","Alan Parker","Christine Hargreaves - James Laurenson -
Eleanor David"
"269","Pirates of Silicon Valley","Pirates of Silicon Valley","Turner Network Television","Unrated","1999","9.0","This film is the semi-humorous
documentary about the men who made the
world of technology what it is today,
their struggles during college, the
founding of their companies, and the
ingenious actions they took to build up
the global corporate empires of Apple
Computer Inc. and Microsoft Corporation.","Biography - History","N/A","N/A","The true story of how Bill Gates and
Steve Jobs changed the world.","1999-05-10","Martyn Burke","US","1:36:45","Martyn Burke","Noah Wyle - Joey Slotnick - J.G.
Hertzler"
